시설물분류(대),시설물분류(중),시설물분류(소),공종분류(대),공종분류(중),위험발생객체분류(대),위험발생객체분류(중),위험발생위치분류(대),위험발생위치코드(중),위험발생위치분류(중),위험발생위치분류(소),작업프로세스명,물적피해,인적피해,사고원인,사고가능성,사고심각성,설계단계,시공단계
건축,건축물,공장,기계설비,기계설비공사,건설기계,고소작업차(고소작업대 등),내부,237,고소작업차(고소작업대 등),상부(위),설치작업,없음,떨어짐(5미터 이상 ~ 10미터 미만),고소작업대 안전시설 미설치,M(3),H(4),고소작업대 작업 안전수칙 및 고소작업대 안전시설물을 설치하도록 설계도서에 반영,고소작업대 반입 전 검사 철저 및 교육 받은 지정된 작업자만 고소작업대 운전
건축,건축물,공장,기계설비,기계설비공사,건설공구,공구류,내부,140,공구류,앞,용접작업,화재,기타,화재예방 안전수칙 미준수,M(3),M(3),용접·용단 안전작업도를 설계도서에 반영,"화재감시자 배치 및 불티비산방지 커버 설치, 가연성 자재 별도위치에 보관"
토목,상하수도,기타,토목,토공사,기타,기타,인접주변,999,기타,하부(아래),설치작업,없음,떨어짐(분류불능),안전시설 미설치,M(3),M(3),굴착 상부 안전난간대 및 하부 진출입을 위한 승강계단 설치계획 수립,설계도서 준수 및 안전시설물 사전 설치
토목,상하수도,기타,토목,관공사,가시설,안전시설물,인접주변,112,안전시설물,하부(아래),설치작업,없음,떨어짐(분류불능),안전시설 미설치,M(3),M(3),공사 중 안전난간 및 개구부덮개 설치 상세도 작성,안전시설물 설치 및 근로자 안전교육 실시
토목,상하수도,기타,토목,관공사,기타,기타,내부,999,기타,하부(아래),기타,없음,질식,산소결핍,L(2),H(4),밀폐공간을 감안하여 환풍 시설(배풍기 등) 설치계획 수립,밀폐공간 작업 안전수칙 준수
토목,상하수도,기타,건축,가설공사,건설기계,천공기,인접주변,47,천공기,옆,이동,전도,깔림,장비하부 지내력 부족,L(2),H(4),지내력 검토 결과를 반영한 천공기 안전작업 계획도 작성,작업계획서 작성 및 관리자 배치하에 작업진행
토목,상하수도,기타,건축,가설공사,가시설,시스템동바리,내부,15,시스템동바리,하부(아래),설치작업,붕괴,깔림,구조안전성 검토 미실시,M(3),H(4),동바리 구조안전성 검토 실시 및 상세도 작성,시공 전 상세도작성 및 구조안전성 검토 실시
토목,상하수도,기타,건축,가설공사,가시설,비계,인접주변,10,비계,하부(아래),설치작업,붕괴,떨어짐(분류불능),설치불량,M(3),M(3),구조안전성 검토 결과를 반영한 가설비계 조립도 작성,벽이음설치 상태 및 적재하중 관리
토목,상하수도,기타,건축,가설공사,가시설,안전시설물,인접주변,112,안전시설물,상부(위),고소작업,없음,떨어짐(분류불능),안전시설 미설치,L(2),M(3),추락방지망 및 안전난간 등 안전시설물 사전 설치 안전계획 수립,떨어짐 방지시설 사전 설치 및 작업계획서 작성
토목,상하수도,기타,건축,가설공사,건설기계,덤프트럭,인접주변,23,덤프트럭,뒤,이동,충돌,부딪힘,작업반경 내 접근,L(2),M(3),작업반경 구획 및 보행자 통로 확보 등의 장비운용계획을 시공계획에 반영,후방카메라 설치 등 장비 충돌 방지
토목,상하수도,기타,건축,가설공사,가시설,기타 가시설,인접주변,114,기타 가시설,하부(아래),확인 및 점검작업,붕괴,깔림,불량 가설자재 사용,L(2),M(3),재사용 가설자재 관리주체 설계도서 명기 가설자재 품질관리 철저,재사용 가설자재에 대한 품질관리 시험 진행
토목,상하수도,기타,건축,철근콘크리트공사,건설자재,철근,인접주변,24,철근,옆,조립작업,전도,깔림,전도방지 조치 미실시,L(2),H(4),버팀대 등을 활용한 전도방지 대책 수립,철근 돌출부 보호조치 계획 수립
토목,상하수도,기타,건축,철근콘크리트공사,가시설,거푸집,인접주변,2,거푸집,하부(아래),타설작업,붕괴,깔림,콘크리트 과다측압,M(3),M(3),구조물의 시공이음 위치 표현 및 구조검토 결과를 반영한 거푸집 상세도 작성,"1회 타설 높이, 속도 등 작업계획에 따른 시공"
토목,상하수도,기타,토목,가설공사,가시설,흙막이가시설,내부,3,흙막이가시설,상부(위),설치작업,"파열,파단",깔림,강재 재사용,M(3),M(2),구조계산서상의 설계응력 확보를 위해 신강재 사용을 원칙으로 하도록 도면 반영,"반입 전 후, 자재의 적정성 검수"
토목,상하수도,기타,토목,가설공사,가시설,비계,외부,10,비계,상부(위),설치작업,붕괴,떨어짐(5미터 이상 ~ 10미터 미만),비계 구조 안전성 부족,M(3),M(3),가시설재 작업 구역에 대해 시스템   비계 적용원칙을 명확 제시하고 구조검토 수행,시공계획서 수립시 시스템  비계  계획 수립 시공
토목,상하수도,기타,토목,가설공사,가시설,강관동바리,외부,11,강관동바리,상부(위),타설작업,붕괴,떨어짐(3미터 이상 ~ 5미터 미만),동바리 구조 안전성 부족,M(3),M(3),동바리 구조검토 실시로 동바리의 붕괴 재해 예방 필요,시공계획서 수립시 시스템  동바리  계획 수립 및 상세 구조검토 후 시공
토목,상하수도,기타,토목,가설공사,가시설,거푸집,내부,2,거푸집,상부(위),타설작업,붕괴,깔림,거푸집 구조 안전성 미흡,M(2),H(4),거푸집 측압을 고려한 시공 계획수립하고 구조안전성 검토,설계도서 확인 시공계획 수립 및 표준작업지침 준수
토목,상하수도,기타,토목,가설공사,가시설,흙막이가시설,내부,3,흙막이가시설,상부(위),설치작업,붕괴,떨어짐(5미터 이상 ~ 10미터 미만),건설공사 안전관리비 계상 누락,M(3),M(3),공사 내역에 산업안전보건관리비와는 별개의 “건설공사 안전관리비를 계상”하여 반영,건설공사 안전관리비 계상 반영 및 안전관리계획 수립
토목,상하수도,기타,토목,가설공사,가시설,비계,외부,10,비계,상부(위),설치작업,붕괴,떨어짐(5미터 이상 ~ 10미터 미만),가설재 품질시험 미흡,M(3),M(3),가설기자재 품질관리계획 수립 및 “품질시험 실시”후 기자재의 성능 확인 후 사용토록 지침제시,품질계획서 수립시 시험계획 수립시행
토목,상하수도,기타,토목,가설공사,가시설,흙막이가시설,내부,3,흙막이가시설,상부(위),설치작업,"파열,파단",떨어짐(5미터 이상 ~ 10미터 미만),사전작업허가제 미시행,M(3),M(3),위험공종 작업 착수전 작업허가 절차 준수하여 작업시행토록 도면반영,표준 안전 수칙 준수
토목,상하수도,기타,토목,가설공사,가시설,흙막이가시설,외부,3,흙막이가시설,상부(위),설치작업,붕괴,깔림,흙막이단부 상재하중 미고려,M(3),H(4),"흙막이 굴착 선단부에 적용되는 교통하중, 작업하중, 진동 등을 고려하여 재반영 필요",굴착작업 작업자 안전수칙 준수 및 자재사양 확인 관리
토목,상하수도,기타,토목,가설공사,가시설,흙막이가시설,내부,3,흙막이가시설,상부(위),설치작업,붕괴,깔림,계측관리미흡,M(3),M(3),가설 흙막이의  계측계획 및 계측 배치도 상세 수립 반영,"반입 전 후, 자재의 적정성 검수"
토목,상하수도,기타,토목,토공사,시설물,방음벽,외부,68,방음벽,하부(아래),설치작업,없음,질병,방음 대책 미흡,M(3),M(2),공사장 및 인접구역 소음 규제 초과 위험에 대해 방음판넬 설치하여 저감확보,자재선정 및 작업계획 수립시 설계도면 확인 관리 시공
토목,상하수도,기타,토목,토공사,토사 및 암반,지반,외부,232,지반,상부(위),굴착작업,붕괴,깔림,굴착주변 침하량 미검토,M(3),H(4),굴착주변 거리별  지반 참하량 검토 시행 후 안정성 검토결과 반영,굴착작업 작업자 안전수칙 및 인접 영향 조사
토목,상하수도,기타,토목,토공사,건설기계,굴착기,인접주변,117,굴착기,뒤,굴착작업,전도,부딪힘,작업구역통제 미흡,M(3),M(2),작업지반 사전조사 및 장비 작업계획서 작성/설계도서에 지침반영,작업계획 수립 / 계획에 의한 관리감독
토목,상하수도,기타,토목,토공사,기타,"전주, 전선",인접주변,115,"전주, 전선",하부(아래),전기작업,"파열,파단",감전,감전방호조치 미흡,M(3),M(3),해당 전기설비 작업시 안전기준준수토록해당 작업도면에 안전 작업  지침을 유의사항으로  제시,작업계획 수립 / 계획에 의한 관리감독
토목,상하수도,기타,토목,토공사,건설기계,굴착기,인접주변,117,굴착기,뒤,굴착작업,전도,깔림,비평탄 지반 설치,M(3),M(2),작업지반 사전조사 및 장비 작업계획서 작성/지빈지지력 및 양중 안전성 검토,작업계획 수립 / 계획에 의한 관리감독
토목,상하수도,기타,토목,토공사,기타,유증기,인접주변,228,유증기,하부(아래),용접작업,화재,질식,용접 용단 작업시 화재 방지 미흡,H(4),M(2),"연삭기,용접기 사용중 불꽃 비산 방지시설 설치 및 규정에 준하여 소화기 비치토록 상세도반영",시공계획서 수립시 화재비산방지 시설 사양 및 공법 준수 시공
토목,상하수도,기타,토목,토공사,토사 및 암반,굴착사면,외부,217,굴착사면,상부(위),굴착작업,붕괴,깔림,굴착 사면  보호공 미흡 및 구배기준미흡,H(4),M(2),OPEN-CUT 터파기 구간의  우수 유입시의 사면 보호공 상세도 반영하여 저감확보,굴착장비 작업자 안전수칙 준수
토목,상하수도,기타,토목,토공사,기타,지하매설물,외부,46,지하매설물,하부(아래),굴착작업,"파열,파단",깔림,가스관 인접 장비굴착,M(3),M(3),가스 배관 인접 굴착 공사시 인력굴착토록 상세도 반영,시공계획서상 상세 설계도서 확인 및 품질관리
토목,상하수도,기타,토목,토공사,토사 및 암반,굴착사면,외부,217,굴착사면,상부(위),굴착작업,붕괴,깔림,굴착상부 굴착토 관리미흡,H(4),M(2),OPEN-CUT 터파기 구간의  상부 굴착토 적재기준 상세도 반영,굴착장비 작업자 안전수칙 준수
토목,상하수도,기타,토목,토공사,토사 및 암반,굴착사면,내부,217,굴착사면,상부(위),굴착작업,붕괴,깔림,지향성 압입구간   과굴착 토압 불균형,M(3),M(3),지향성 압입구간 굴착순서도 및 시공상세도 반영,시공 계획서상에 안전수칙 반영
토목,상하수도,기타,토목,철근콘크리트공사,건설자재,철근,외부,24,철근,상부(위),타설작업,"파열,파단",찔림,철근보호캡 설치누락,M(3),M(3),철근 보호캡 설치토록 해당 배치도에 상세도 반영,시공계획서상  상세도 확인  철저시공
토목,상하수도,기타,토목,철근콘크리트공사,부재,개구부,내부,67,개구부,상부(위),설치작업,"파열,파단",떨어짐(5미터 이상 ~ 10미터 미만),개구부 덮개 미조치,M(2),H(4),"각종 개구부(PIT,, 환기구)등에는 충분한 강도를 가진 덮개를 설치토록 도면상에 연결 접합도면 반영",시공계획서상 안정성 확인 및 상세도 확인 철저시공
토목,상하수도,기타,토목,철근콘크리트공사,기타,유증기,인접주변,228,유증기,하부(아래),마감작업,화재,질식,임시 소방시설 설치 미비,H(4),M(3),해당 법률 기준에 부합한 임시소방시설 배치도 작성 및 시설  배치,시공계획서 수립시 해당 자재사양 및 공법 준수 시공
토목,상하수도,기타,토목,철근콘크리트공사,시설물,건물,내부,20,건물,하부(아래),설치작업,"파열,파단",깔림,부력에 대한  안전성 부족,M(3),M(3),구조물 부력 검토에 대해 사중기간중의 안전률 여유가 부족하므로 부력 안전성 증가 방안 반영 필요,매설  작업시 표준 작업 및 설계도서 준수
토목,상하수도,기타,토목,철근콘크리트공사,건설자재,철근,인접주변,24,철근,하부(아래),조립작업,전도,깔림,철근 전도방지 미조치,M(3),M(2),철근 조립 작업 중 전도방지 조치 및 위험구역 통제,전도방지 수립 및  표준 안전 수칙 준수
토목,상하수도,기타,토목,철근콘크리트공사,건설자재,와이어로프,인접주변,226,와이어로프,하부(아래),양중작업,낙하,물체에 맞음,인양로프 파단,M(3),H(4),"줄걸이 안전수칙, 와이어로프 사용기준에 대한 내용 지침제시","작업중 낙하 재해를 예방하기 위해 줄걸이 반입시, 사용중 점검관리 철저"
토목,상하수도,기타,토목,관공사,기타,지하매설물,인접주변,46,지하매설물,하부(아래),매설작업,"파열,파단",깔림,인접지장물 이격거리 미준수,M(3),M(3),상하수도관과의 최소 이격거리 (50 cm) 준수토록 도면 표기 및 상세 배치도에 반영,시공계획서상 인접 지장믈  조사 반영 및 관리
토목,상하수도,기타,토목,관공사,부재,배관,내부,214,배관,하부(아래),연결작업,"파열,파단",물체에 맞음,관이음부 파손,M(2),M(3),부등침하가 우려되는 연약지반부  또는 고수압 구간에는  편수이탈방지’ 체결토록 상세도 반영,시공계획서상 인접 지장믈  조사 반영 및 관리
